4	928632468

8	1098227455

12	1443514811

16	2237401419

20	3104204180

24	4465247192

28	5064047947

32	6159105062

36	8429164896

40	11103194075

44	15654475791

48	22725225287

52	32991103067

56	46474874299

60	62230154626

64	81918629145

4	928632468
8	1098227455
12	1443514811
16	2237401419
20	3104204180
24	4465247192
28	5064047947
32	6159105062
36	8429164896
40	11103194075
44	15654475791
48	22725225287
52	32991103067
56	46474874299
60	62230154626
64	81918629145
